Date,Open,High,Low,Close,Volume,Ticker
2015-03-18,27.641399961764808,28.076542585906946,27.431758706813973,28.05919647216797,35324000,GOOGL
2015-03-19,27.977913202163844,28.098840651094154,27.858968976251962,27.935787200927734,24660000,GOOGL
2015-03-20,28.08645149089933,28.105778934942602,27.975931709633382,27.999223709106445,44320000,GOOGL
2015-03-23,28.051263514638936,28.23166497553528,27.90555616938704,28.02004051208496,30234000,GOOGL
2015-03-24,28.17714626774787,28.838283615021016,28.15484304416828,28.623191833496094,79156000,GOOGL
2015-03-25,28.624682715397913,28.748584072508404,28.100828170776367,28.100828170776367,53070000,GOOGL
2015-03-26,27.984356472002673,28.110241033898784,27.670143236250304,27.93429946899414,49842000,GOOGL
2015-03-27,27.844596623489593,27.95561363609928,27.6017510440595,27.632478713989258,34552000,GOOGL
2015-03-30,27.766290767931963,27.860950437875008,27.59481098237255,27.81039810180664,24788000,GOOGL
2015-03-31,27.651804907909945,27.875323031848396,27.489742121049684,27.491230010986328,34932000,GOOGL
2015-04-01,27.49767425304637,27.679559825001952,27.061540987577295,27.233020782470703,38902000,GOOGL
2015-04-02,27.129935329601178,27.15917511000627,26.784497176444784,26.82761573791504,47760000,GOOGL
2015-04-06,26.705197113937185,27.03725366903417,26.549577448264817,26.958452224731445,33718000,GOOGL
2015-04-07,27.009998409913532,27.266225549448393,26.94061395783773,27.003555297851562,27318000,GOOGL
2015-04-08,27.060051639208375,27.33263609705122,27.060051639208375,27.200803756713867,28386000,GOOGL
2015-04-09,27.21914446189304,27.227073573432293,26.859334084969753,27.160165786743164,32366000,GOOGL
2015-04-10,27.23698555383175,27.250862444137194,27.009502863217026,27.185937881469727,26104000,GOOGL
2015-04-13,27.112091708806137,27.42035716412749,27.074920929261612,27.19089126586914,29326000,GOOGL
2015-04-14,27.088305589325163,27.088305589325163,26.55156484046162,26.751789093017578,47206000,GOOGL
2015-04-15,26.66158609041061,26.92078709831587,26.384541747207937,26.814231872558594,46962000,GOOGL
2015-04-16,26.680914309092913,27.02189066329923,26.668525309347334,26.937143325805664,31722000,GOOGL
2015-04-17,26.629371732868915,26.752777742690338,26.217524924254324,26.40287971496582,49234000,GOOGL
2015-04-20,26.45293761309919,27.05014301376542,26.433112943817477,26.987199783325195,38508000,GOOGL
2015-04-21,27.0754164165487,27.147774753032532,26.872218296543842,26.907405853271484,29128000,GOOGL
2015-04-22,26.9143449392759,27.30785496543711,26.82810971129072,27.217655181884766,31806000,GOOGL
2015-04-23,27.278616606715598,27.811888115243374,27.262261159888165,27.62801742553711,78184000,GOOGL
2015-04-24,28.747586615400877,28.97804316081146,28.167727417993767,28.43089485168457,92168000,GOOGL
2015-04-27,28.38678701678215,28.523077349711357,27.86788779183222,28.057209014892578,48062000,GOOGL
2015-04-28,27.967999501855477,28.141957834247904,27.801476837480607,27.970478057861328,37178000,GOOGL
2015-04-29,27.77917434835811,28.043332464264424,27.704339348380156,27.82278823852539,33622000,GOOGL
2015-04-30,27.68253391470121,27.808913817373433,27.095738075970985,27.197336196899414,47240000,GOOGL
2015-05-01,27.283568897300867,27.31875834350248,26.953495559663324,27.315784454345703,36572000,GOOGL
2015-05-04,27.307360176230937,27.589855089800704,27.128941938063825,27.3990478515625,35260000,GOOGL
2015-05-05,27.26622683696381,27.387651524414682,26.88015055283678,26.91335678100586,28528000,GOOGL
2015-05-06,26.893530156141686,26.957464051403573,26.378100110151546,26.51885223388672,39034000,GOOGL
2015-05-07,26.559489626903794,27.020402733602875,26.43806685079877,26.86379051208496,31844000,GOOGL
2015-05-08,27.202292310885273,27.397064101020007,27.16066164152565,27.206256866455078,28226000,GOOGL
2015-05-11,27.183457565068586,27.425314354054915,27.04022878242837,27.049148559570312,21858000,GOOGL
2015-05-12,26.901954564814268,26.909390233552795,26.514887642995383,26.699748992919922,35282000,GOOGL
2015-05-13,26.78598251843409,26.953000521461846,26.71213629355505,26.73741340637207,24238000,GOOGL
2015-05-14,26.95944408591096,27.24293154284862,26.88659041659385,27.218645095825195,31736000,GOOGL
2015-05-15,27.27762491853992,27.288032586024844,26.886591552283566,27.08433723449707,33440000,GOOGL
2015-05-18,26.95200855581982,27.17602199457633,26.87419777930131,27.0932559967041,26706000,GOOGL
2015-05-19,27.159173819951512,27.426801172723838,27.115561817989402,27.222612380981445,47126000,GOOGL
2015-05-20,27.30388898382948,27.559125432010088,27.015446312308498,27.3826904296875,30840000,GOOGL
2015-05-21,27.26820373813723,27.635447823774303,27.223599185668828,27.59579849243164,34170000,GOOGL
2015-05-22,27.479333544891528,27.666673439218293,27.437702877393217,27.48230743408203,24266000,GOOGL
2015-05-26,27.38616011758206,27.423330896914532,26.909884102657312,27.119029998779297,37474000,GOOGL
2015-05-27,27.19287369609457,27.520468476591876,27.088797028871703,27.46892547607422,34844000,GOOGL
2015-05-28,27.446130471510997,27.54376403325567,27.297944572376394,27.465457916259766,23544000,GOOGL
2015-05-29,27.41688805564342,27.453563502232033,27.01247503928569,27.026351928710938,43446000,GOOGL
2015-06-01,27.195355595650692,27.286546051309376,26.94011911773585,27.219144821166992,33210000,GOOGL
2015-06-02,27.130922804089455,27.69393124978492,27.08730891460219,27.454057693481445,31842000,GOOGL
2015-06-03,27.511052664585776,27.65428333941674,27.36484999106376,27.520469665527344,26710000,GOOGL
2015-06-04,27.36633510831988,27.553675001960343,27.21467999425036,27.342050552368164,26866000,GOOGL
2015-06-05,27.357415949659583,27.423331174446826,27.12844538349845,27.235000610351562,24396000,GOOGL
2015-06-08,27.238965252296495,27.251851475545493,26.908891903617572,26.93515968322754,27336000,GOOGL
2015-06-09,26.93218553449735,27.00256253799241,26.705693525935672,26.869739532470703,30016000,GOOGL
2015-06-10,27.045184695899923,27.495194837500968,27.015944917009286,27.38715171813965,30316000,GOOGL
2015-06-11,27.48082294122665,27.49767372050698,27.217160142032803,27.260278701782227,25872000,GOOGL
2015-06-12,27.117047754564776,27.20129975954737,27.041715526969934,27.13290786743164,25468000,GOOGL
2015-06-15,26.897991580734807,26.96341147913101,26.72353977873465,26.911373138427734,27150000,GOOGL
2015-06-16,26.984721856497877,27.094249084403998,26.84050051367789,27.00404930114746,32526000,GOOGL
2015-06-17,27.031306990289004,27.17701432839109,26.852393428151306,27.08978843688965,24440000,GOOGL
2015-06-18,27.159171551779902,27.61760610131185,27.159171551779902,27.564577102661133,41192000,GOOGL
2015-06-19,27.58142929567892,27.650318409443564,27.3703020658244,27.63098907470703,59290000,GOOGL
2015-06-22,27.72465935133973,28.031934133758856,27.699877571793007,27.738039016723633,34752000,GOOGL
2015-06-23,27.743494899402396,27.996750046813936,27.612655103262146,27.921913146972656,31396000,GOOGL
2015-06-24,27.876814116580228,27.88474322853631,27.595805178882514,27.68303108215332,28924000,GOOGL
2015-06-25,27.7687655265441,27.909517634308088,27.628013418780114,27.652297973632812,26684000,GOOGL
2015-06-26,27.739528278542238,27.75390050141618,27.349982808657753,27.409950256347656,43676000,GOOGL
2015-06-29,27.097220918867528,27.30289758364111,26.774581366485872,26.82463836669922,37756000,GOOGL
2015-06-30,27.014952583941437,27.055097254192727,26.739891452036943,26.764673233032227,34510000,GOOGL
2015-07-01,26.94408427525865,27.050639514014577,26.750798467883854,26.92624282836914,30760000,GOOGL
2015-07-02,26.99760638907242,27.15917384525205,26.939620273525954,27.12646484375,28124000,GOOGL
2015-07-06,26.874199813104312,27.18791960830497,26.866766035219026,27.04121971130371,25614000,GOOGL
2015-07-07,27.130922423314423,27.307852753644358,26.75525387292484,27.25977897644043,33578000,GOOGL
2015-07-08,27.040230590598497,27.17305171506522,26.822163010382567,26.846942901611328,27662000,GOOGL
2015-07-09,27.19138596040706,27.20278429258902,26.991657082478604,26.99314308166504,29766000,GOOGL
2015-07-10,27.44216152617321,27.71871052138436,27.357414195702013,27.561107635498047,43436000,GOOGL
2015-07-13,27.729617194619475,28.390754601305666,27.689472522919232,28.335247039794922,41792000,GOOGL
2015-07-14,28.472527186718814,29.226342864162607,28.45617174161919,28.952272415161133,74832000,GOOGL
2015-07-15,28.930467010280154,29.175791129481436,28.75551800388741,28.941370010375977,41466000,GOOGL
2015-07-16,29.215937370955448,29.959345436930985,29.13763125247441,29.824541091918945,112642000,GOOGL
2015-07-17,33.70116157376959,34.84105531593802,33.60204202278473,34.67353820800781,257162000,GOOGL
2015-07-20,34.14622371557703,34.58334579271048,33.78889187304995,34.3375244140625,102436000,GOOGL
2015-07-21,33.94301677590913,34.969910307267725,33.906838555385455,34.461917877197266,75604000,GOOGL
2015-07-22,34.39600151755617,35.35301529416289,34.27705729641545,34.449527740478516,83100000,GOOGL
2015-07-23,34.288454913798745,34.497602700601234,33.28435799117702,33.439979553222656,76232000,GOOGL
2015-07-24,33.54109030898875,33.5916407631135,32.37195650205334,32.45075607299805,82622000,GOOGL
2015-07-27,32.29215572360317,33.060345506759454,32.291165057419605,32.62421417236328,58382000,GOOGL
2015-07-28,32.79718045870024,32.91315268384171,32.38335045052939,32.6931037902832,34364000,GOOGL
2015-07-29,32.821958087710556,32.874988978105385,32.35509719380326,32.78082275390625,36756000,GOOGL
2015-07-30,32.583077432489894,33.10891318899729,32.29810210792912,32.93594741821289,39606000,GOOGL
2015-07-31,32.942888399858745,32.95775595545315,32.57118438532356,32.58605194091797,34922000,GOOGL
2015-08-03,32.593983943233816,33.04052488963097,32.593983943233816,32.94388198852539,31348000,GOOGL
2015-08-04,32.92505068113391,33.10644472136848,32.7352359766173,32.77339553833008,26188000,GOOGL
2015-08-05,32.99492129415121,33.69669857957778,32.98649685104336,33.36861038208008,36448000,GOOGL
2015-08-06,33.40330741518573,33.440971638654986,32.74613269704463,33.21299362182617,40660000,GOOGL
2015-08-07,33.095537067845505,33.146087517506565,32.653953234823845,32.927528381347656,27544000,GOOGL
2015-08-10,33.06133632795194,33.285846998148834,32.72135254812923,32.86557388305664,34458000,GOOGL
2015-08-11,34.67155803513293,34.8906162581734,33.915263811712094,34.21163558959961,109880000,GOOGL
2015-08-12,34.41929279691754,34.49412968459339,33.726439036613,34.269622802734375,58498000,GOOGL
2015-08-13,34.15712398961019,34.39650224990166,33.809211048339925,34.023807525634766,36354000,GOOGL
2015-08-14,33.901390170715075,34.308777098420755,33.844891943728335,34.16554641723633,27598000,GOOGL
2015-08-17,34.09963333104184,34.4316880314919,33.852821304837896,34.40046691894531,24680000,GOOGL
2015-08-18,34.24980326171084,34.48223928877598,33.964827889967296,34.13383102416992,27710000,GOOGL
2015-08-19,34.202219955749236,34.70228327972988,34.038173957526915,34.39699172973633,50194000,GOOGL
2015-08-20,34.1521634230982,34.50205762291191,33.467235015314685,33.67538833618164,57798000,GOOGL
2015-08-21,33.25709861004432,33.348788168366774,31.872377936983362,31.91847038269043,91880000,GOOGL
2015-08-24,29.766058732191347,31.108158143680015,29.393857486865784,30.63386344909668,129788000,GOOGL
2015-08-25,32.03939842990028,32.06566242620945,30.314690266857003,30.354339599609375,71430000,GOOGL
2015-08-26,31.872379222676752,32.83286415671421,31.241474194582864,32.69706726074219,87740000,GOOGL
2015-08-27,33.30417909994481,33.40280709495463,32.2688611776306,33.10445022583008,58974000,GOOGL
2015-08-28,32.99542131978527,33.056876657893376,32.40020105528255,32.6945915222168,38836000,GOOGL
2015-08-31,32.42944291705175,32.92851943202268,32.033456197551445,32.10630798339844,38936000,GOOGL
2015-09-01,31.411963994955574,31.938792363485042,30.978309299217,31.201332092285156,51458000,GOOGL
2015-09-02,31.619619580042198,31.96951568661367,31.254854028018475,31.962081909179688,37630000,GOOGL
2015-09-03,32.11175958291518,32.27630093493464,31.411965394272542,31.572542190551758,34572000,GOOGL
2015-09-04,31.208270066684438,31.446160412175985,31.049676503023406,31.171594619750977,40478000,GOOGL
2015-09-08,31.768307802816786,31.96853206692031,31.366868608222653,31.911043167114258,39092000,GOOGL
2015-09-09,32.30752461987787,32.579114638474074,31.7633463540958,31.887746810913086,40978000,GOOGL
2015-09-10,31.912029861901487,32.45719501933185,31.802996074181628,32.26787567138672,27850000,GOOGL
2015-09-11,32.224755787917964,32.4775117820571,32.08598312028041,32.47701644897461,34892000,GOOGL
2015-09-14,32.49337752829689,32.50774975168234,32.18956816113716,32.33676528930664,29942000,GOOGL
2015-09-15,32.54689828255717,33.14856542556682,32.379880275154804,32.96122741699219,35546000,GOOGL
2015-09-16,32.98501795138993,33.109909969228006,32.81899059410103,32.9835319519043,26252000,GOOGL
2015-09-17,33.08115978789395,33.79978598966484,32.9577537909289,33.28832244873047,47752000,GOOGL
2015-09-18,32.96072410671361,33.197625645860576,32.711435460129735,32.75554656982422,72544000,GOOGL
2015-09-21,32.98303734155453,33.15600314806935,32.610837945693056,33.05588912963867,39094000,GOOGL
2015-09-22,32.58456834738646,32.65147613367,31.968033609625667,32.37294387817383,54362000,GOOGL
2015-09-23,32.358073924541806,32.72383016051654,32.250526141309656,32.377403259277344,29160000,GOOGL
2015-09-24,32.163296935368905,32.54986844284751,31.82628519889584,32.45768356323242,38692000,GOOGL
2015-09-25,32.639579054980466,32.639579054980466,31.701892658504505,31.726177215576172,48480000,GOOGL
2015-09-28,31.671661404856437,31.859993870399475,30.620483188814973,30.93816566467285,47646000,GOOGL
2015-09-29,31.00011469356715,31.45508004817376,30.62989856584358,30.85688591003418,42130000,GOOGL
2015-09-30,31.313831081074586,31.684544414547673,31.181009971092035,31.637958526611328,52954000,GOOGL
2015-10-01,31.616646664670895,31.909055783697774,31.278644213467246,31.817861557006836,42506000,GOOGL
2015-10-02,31.62011736040597,32.56127108995864,31.396599234081275,32.56077575683594,48788000,GOOGL
2015-10-05,32.78925036593479,33.35572613748524,32.505265699364045,33.288818359375,37960000,GOOGL
2015-10-06,33.17334677181,33.64169373108518,32.86260272550762,33.286842346191406,42774000,GOOGL
2015-10-07,33.572309537567875,33.63872199372255,32.61628627468729,33.205562591552734,44354000,GOOGL
2015-10-08,33.17830181482657,33.29923116028979,32.43687508179516,33.05687713623047,39308000,GOOGL
2015-10-09,33.08116533825804,33.40826293823937,32.826919524361536,33.26701736450195,32124000,GOOGL
2015-10-12,33.16540940032276,33.60104535644944,33.06876652108586,33.524227142333984,26684000,GOOGL
2015-10-13,33.416688744844,34.12044745912008,33.35969140514747,33.858272552490234,42446000,GOOGL
2015-10-14,33.8860264836559,34.1987518384409,33.64664824313249,33.72148513793945,31292000,GOOGL
2015-10-15,33.96135760485421,34.40294140008548,33.91873627043757,34.34644317626953,47156000,GOOGL
2015-10-16,34.46439659129056,34.50503659309897,34.15216658111849,34.46043014526367,36316000,GOOGL
2015-10-19,34.39500607811623,34.70426403509887,34.306292312368676,34.68989181518555,30172000,GOOGL
2015-10-20,34.587802954463235,34.593255399868426,33.38793978480424,33.70116424560547,52434000,GOOGL
2015-10-21,33.86025444598317,33.94401111923088,33.24025239329486,33.294769287109375,31952000,GOOGL
2015-10-22,33.47516881429888,34.10012797866702,33.28981213180175,33.75766372680664,88632000,GOOGL
2015-10-23,37.17337346222999,37.29430280178974,35.58149006711172,35.6503791809082,126726000,GOOGL
2015-10-26,35.684576990935064,36.42451770751591,35.684576990935064,36.23469924926758,48776000,GOOGL
2015-10-27,36.009201086850695,36.47457604856735,35.888770847807855,36.31895446777344,38778000,GOOGL
2015-10-28,36.32787169266698,36.54444946438141,36.043887029364974,36.52214813232422,39604000,GOOGL
2015-10-29,36.507781816485696,37.011316331431395,36.43492624924427,36.91516876220703,36520000,GOOGL
2015-10-30,36.950350894272155,36.9875197815867,36.50281934139583,36.545440673828125,39984000,GOOGL
2015-11-02,36.40370114336064,37.080201385856626,36.251051580222104,37.05839538574219,39914000,GOOGL
2015-11-03,36.94391075877386,37.25465478149302,36.73228629765651,37.11192321777344,36306000,GOOGL
2015-11-04,37.165444369600564,37.66104972269201,37.13075214613092,37.43356704711914,41840000,GOOGL
2015-11-05,37.60703003608926,37.9807191831101,37.540621365667356,37.699214935302734,45486000,GOOGL
2015-11-06,37.63577499594881,37.81567921821528,37.4196887710579,37.745304107666016,33544000,GOOGL
2015-11-09,37.592662801821334,37.82956441203105,37.1263009229002,37.40681076049805,35538000,GOOGL
2015-11-10,37.34287514304313,37.69574518654897,37.091605113135245,37.57977294921875,29798000,GOOGL
2015-11-11,37.78396465853524,38.11601937509722,37.65362019396847,37.926204681396484,41866000,GOOGL
2015-11-12,37.674928718742756,37.953460969461254,37.46082758747694,37.49403381347656,35452000,GOOGL
2015-11-13,37.370619151752756,37.43455114210237,36.64852191606275,36.678260803222656,48188000,GOOGL
2015-11-16,36.68520440328706,37.25514751447282,36.3937859551659,37.19121551513672,50704000,GOOGL
2015-11-17,37.292821273804854,37.41573196053616,36.875520094953984,36.97117233276367,38864000,GOOGL
2015-11-18,37.1490962912781,37.72052928713588,37.04105315890087,37.666507720947266,36266000,GOOGL
2015-11-19,37.655107267930674,37.82609174390817,37.52872924624567,37.66304016113281,28078000,GOOGL
2015-11-20,38.126919028981426,38.62351503610486,37.86920591541211,38.5085334777832,55478000,GOOGL
2015-11-23,38.53183093966916,38.80094428854692,38.33556937088508,38.49366760253906,34648000,GOOGL
2015-11-24,38.30831289958813,38.45848202792042,37.57233859575199,38.14327621459961,47880000,GOOGL
2015-11-25,38.24536153774173,38.310287974274374,37.9896297992284,38.12493133544922,23612000,GOOGL
2015-11-27,38.11998639606735,38.35985999238515,38.012933932142175,38.25925064086914,14434000,GOOGL
2015-11-30,38.25429495356158,38.410907208737996,37.72152062345059,37.8072624206543,33586000,GOOGL
2015-12-01,38.00995327058177,38.90501632777497,37.960888829521004,38.84504699707031,40398000,GOOGL
2015-12-02,38.917413736414346,39.30398533294963,38.48028791000234,38.55066680908203,46876000,GOOGL
2015-12-03,38.68496732278101,38.87924375413743,37.78742760328893,38.0723991394043,41950000,GOOGL
2015-12-04,38.147237522852826,38.777149950338305,37.93908419536366,38.61806106567383,49800000,GOOGL
2015-12-07,38.6601887536702,38.706776533144634,37.99905140758588,38.30979919433594,36626000,GOOGL
2015-12-08,37.88902576778048,38.5903077598013,37.7908968809331,38.416351318359375,31082000,GOOGL
2015-12-09,38.2161216299311,38.46342892516043,37.270009108099465,37.79237747192383,46550000,GOOGL
2015-12-10,37.8439255534266,37.96683621191208,37.418200027384074,37.66798400878906,32458000,GOOGL
2015-12-11,37.12084040444098,37.53913218505111,37.10349240272854,37.19121551513672,43184000,GOOGL
2015-12-14,37.232839657242984,37.87167554907007,36.48943178388049,37.7918815612793,53864000,GOOGL
2015-12-15,38.052081822339964,38.397022713270175,37.56688604281139,37.670467376708984,49386000,GOOGL
2015-12-16,37.99161658983304,38.73155725240424,37.51980237315658,38.48821258544922,53120000,GOOGL
2015-12-17,38.71470547127347,38.73601613793585,38.12691901929806,38.1531867980957,36510000,GOOGL
2015-12-18,38.024330886296674,38.36679513735825,37.49700528629999,37.509891510009766,67794000,GOOGL
2015-12-21,37.817164586506095,37.98071525171718,37.37607614845334,37.70565414428711,34848000,GOOGL
2015-12-22,37.87762634398881,38.17845609210087,37.725475913693664,38.01936721801758,36338000,GOOGL
2015-12-23,38.19580785297315,38.255777187749835,37.54953806978515,38.087764739990234,30594000,GOOGL
2015-12-24,38.08825780979171,38.12195936395962,37.88357560063463,37.95543670654297,10412000,GOOGL
2015-12-28,38.16161000474399,38.7969748815815,38.04910889675069,38.76823043823242,31156000,GOOGL
2015-12-29,39.00364294351675,39.583504058033576,38.964492723571475,39.349082946777344,38430000,GOOGL
2015-12-30,39.34908428572849,39.472985623454946,39.01405382829281,39.16769027709961,28566000,GOOGL
2015-12-31,39.044772491561424,39.070049600075436,38.5243892366263,38.55858612060547,32752000,GOOGL
2016-01-04,37.77504364540484,37.77504364540484,37.04848444557318,37.63825607299805,67382000,GOOGL
2016-01-05,37.86920900632644,38.12196502838937,37.45042185407198,37.74183654785156,45216000,GOOGL
2016-01-06,37.188740590244564,37.949988183144754,37.07128236216746,37.6328010559082,48206000,GOOGL
2016-01-07,36.99644674111335,37.43356877703162,36.440872025646534,36.72435760498047,63132000,GOOGL
2016-01-08,37.06136790213144,37.176349463904224,36.12566474837627,36.22429275512695,47506000,GOOGL
2016-01-11,36.275840850647896,36.43096711134176,35.66178648307217,36.33134841918945,50896000,GOOGL
2016-01-12,36.7119628335669,37.08812860515437,36.497861727011106,36.93944549560547,46816000,GOOGL
2016-01-13,37.137693159145805,37.31908718111925,35.52400365134748,35.66227722167969,51728000,GOOGL
2016-01-14,35.90363562560155,36.66934501648407,34.94017866316869,36.24808120727539,55558000,GOOGL
2016-01-15,35.187483235583336,35.889755900212855,34.76721012583254,35.21226501464844,76676000,GOOGL
2016-01-19,35.6910161169174,35.94873299571442,35.180543252321726,35.63798522949219,48724000,GOOGL
2016-01-20,34.98478116096561,36.02803212577534,34.08674598735914,35.612220764160156,82440000,GOOGL
2016-01-21,35.69201208578,36.559321507615586,35.242994485192334,36.014156341552734,51938000,GOOGL
2016-01-22,36.77391663401098,37.09903665794988,36.699578854067745,36.945396423339844,47146000,GOOGL
2016-01-25,36.86510700560522,37.29231854425593,36.30308924858752,36.35859680175781,45340000,GOOGL
2016-01-26,36.437398539010836,36.64802851952933,36.029017237226086,36.36701965332031,30940000,GOOGL
2016-01-27,36.47110624467035,36.47110624467035,35.35896981358018,35.563655853271484,42428000,GOOGL
2016-01-28,36.58509330238042,37.22789202186136,36.20892749174018,37.086151123046875,62104000,GOOGL
2016-01-29,37.11885973545307,37.919261308278145,36.88294883872578,37.732913970947266,75808000,GOOGL
2016-02-01,38.22406217887626,38.53778200333461,37.73440455316626,38.19977951049805,111522000,GOOGL
2016-02-02,39.67321473396329,40.1613863671648,38.68695724186778,38.70232391357422,135846000,GOOGL
2016-02-03,38.968460296854815,39.22369677354297,36.48944264820378,37.139678955078125,131114000,GOOGL
2016-02-04,36.9022775106316,36.93449306742715,35.812442617613954,36.1806755065918,104922000,GOOGL
2016-02-05,35.95616706792333,36.016627951836874,34.699310448037245,34.878719329833984,109556000,GOOGL
2016-02-08,34.08179289622379,34.91639527901309,33.80078395353405,34.89855194091797,89410000,GOOGL
2016-02-09,34.34297062627472,35.73116240356489,34.122426404442294,34.742923736572266,84300000,GOOGL
2016-02-10,35.27669100973406,35.843166763463365,34.9595039117977,35.0318603515625,60314000,GOOGL
2016-02-11,34.510983794143755,35.302960920712195,34.255747344927826,35.0075798034668,65004000,GOOGL
2016-02-12,35.29751639042191,35.48534976860871,34.77068603808344,35.03385543823242,46538000,GOOGL
2016-02-16,35.61668262162516,35.826325772253966,35.19690476835864,35.566627502441406,43444000,GOOGL
2016-02-17,36.03050826976582,36.3655387343742,35.51557735433482,36.276824951171875,49154000,GOOGL
2016-02-18,36.37545751808886,36.476558423065256,35.4630462392189,35.560184478759766,47276000,GOOGL
